L1Seed,PileUp,Total,Prescale0,Fired0,
L1_SingleEG28er1p5,17,131,0,0,
L1_SingleEG28er1p5,18,196,0,0,
L1_SingleEG28er1p5,19,369,0,0,
L1_SingleEG28er1p5,20,554,0,0,
L1_SingleEG28er1p5,21,894,0,0,
L1_SingleEG28er1p5,22,1257,0,0,
L1_SingleEG28er1p5,23,1801,0,0,
L1_SingleEG28er1p5,24,2488,0,0,
L1_SingleEG28er1p5,25,3360,0,0,
L1_SingleEG28er1p5,26,4212,0,0,
L1_SingleEG28er1p5,27,5258,0,0,
L1_SingleEG28er1p5,28,6267,0,0,
L1_SingleEG28er1p5,29,7494,0,0,
L1_SingleEG28er1p5,30,8787,0,0,
L1_SingleEG28er1p5,31,10034,0,0,
L1_SingleEG28er1p5,32,10822,0,0,
L1_SingleEG28er1p5,33,11891,0,0,
L1_SingleEG28er1p5,34,12611,0,0,
L1_SingleEG28er1p5,35,13494,0,0,
L1_SingleEG28er1p5,36,13925,0,0,
L1_SingleEG28er1p5,37,14344,0,0,
L1_SingleEG28er1p5,38,15075,0,0,
L1_SingleEG28er1p5,39,15171,0,0,
L1_SingleEG28er1p5,40,15322,0,0,
L1_SingleEG28er1p5,41,15535,0,0,
L1_SingleEG28er1p5,42,15661,0,0,
L1_SingleEG28er1p5,43,15655,0,0,
L1_SingleEG28er1p5,44,15636,0,0,
L1_SingleEG28er1p5,45,15745,0,0,
L1_SingleEG28er1p5,46,15820,0,0,
L1_SingleEG28er1p5,47,15553,0,0,
L1_SingleEG28er1p5,48,15944,0,0,
L1_SingleEG28er1p5,49,16118,0,0,
L1_SingleEG28er1p5,50,15778,0,0,
L1_SingleEG28er1p5,51,16040,0,0,
L1_SingleEG28er1p5,52,15765,0,0,
L1_SingleEG28er1p5,53,15927,0,0,
L1_SingleEG28er1p5,54,15746,0,0,
L1_SingleEG28er1p5,55,15822,0,0,
L1_SingleEG28er1p5,56,15842,0,0,
L1_SingleEG28er1p5,57,15726,0,0,
L1_SingleEG28er1p5,58,15841,0,0,
L1_SingleEG28er1p5,59,15676,0,0,
L1_SingleEG28er1p5,60,15687,0,0,
L1_SingleEG28er1p5,61,15952,0,0,
L1_SingleEG28er1p5,62,15417,0,0,
L1_SingleEG28er1p5,63,15535,0,0,
L1_SingleEG28er1p5,64,15354,0,0,
L1_SingleEG28er1p5,65,15273,0,0,
L1_SingleEG28er1p5,66,15030,0,0,
L1_SingleEG28er1p5,67,14804,0,0,
L1_SingleEG28er1p5,68,14539,0,0,
L1_SingleEG28er1p5,69,14428,0,0,
L1_SingleEG28er1p5,70,13971,0,0,
L1_SingleEG28er1p5,71,13525,0,0,
L1_SingleEG28er1p5,72,12878,0,0,
L1_SingleEG28er1p5,73,12760,0,0,
L1_SingleEG28er1p5,74,12151,0,0,
L1_SingleEG28er1p5,75,11463,0,0,
L1_SingleEG28er1p5,76,10892,0,0,
L1_SingleEG28er1p5,77,10048,0,0,
L1_SingleEG28er1p5,78,9658,0,0,
L1_SingleEG28er1p5,79,8988,0,0,
L1_SingleEG28er1p5,80,8117,0,0,
L1_SingleEG28er1p5,81,7424,0,0,
L1_SingleEG28er1p5,82,6750,0,0,
L1_SingleEG28er1p5,83,6092,0,0,
L1_SingleEG28er1p5,84,5364,0,0,
L1_SingleEG28er1p5,85,4847,0,0,
L1_SingleEG28er1p5,86,4343,0,0,
L1_SingleEG28er1p5,87,3620,0,0,
L1_SingleEG28er1p5,88,3162,0,0,
L1_SingleEG28er1p5,89,2849,0,0,
L1_SingleEG28er1p5,90,2352,0,0,
L1_SingleEG28er1p5,91,1895,0,0,
L1_SingleEG28er1p5,92,1693,0,0,
L1_SingleEG28er1p5,93,1300,0,0,
L1_SingleEG28er1p5,94,1116,0,0,
L1_SingleEG28er1p5,95,919,0,0,
L1_SingleEG28er1p5,96,720,0,0,
L1_SingleEG28er1p5,97,573,0,0,
L1_SingleEG28er1p5,98,450,0,0,
L1_SingleEG28er1p5,99,372,0,0,
L1_SingleEG28er1p5,100,301,0,0,
L1_SingleEG28er1p5,101,208,0,0,
L1_SingleEG28er1p5,102,175,0,0,
L1_SingleEG28er1p5,103,138,0,0,
L1_SingleEG28er1p5,104,81,0,0,
L1_SingleEG28er1p5,105,79,0,0,
L1_SingleEG28er1p5,106,58,0,0,
L1_SingleEG28er1p5,107,35,0,0,
L1_SingleEG28er1p5,108,35,0,0,
L1_SingleEG28er1p5,109,22,0,0,
L1_SingleEG28er1p5,110,18,0,0,
L1_SingleEG28er1p5,111,11,0,0,
L1_SingleEG28er1p5,112,3,0,0,
L1_SingleEG28er1p5,113,8,0,0,
L1_SingleEG28er1p5,114,1,0,0,
L1_SingleEG28er1p5,115,2,0,0,
L1_SingleEG28er1p5,116,2,0,0,
L1_SingleEG28er1p5,117,1,0,0,
L1_SingleEG28er1p5,118,2,0,0,
L1_SingleEG28er2p1,11,1,0,0,
L1_SingleEG28er2p1,12,1,0,0,
L1_SingleEG28er2p1,13,6,0,0,
L1_SingleEG28er2p1,14,13,0,0,
L1_SingleEG28er2p1,15,40,0,0,
L1_SingleEG28er2p1,16,61,0,0,
L1_SingleEG28er2p1,17,131,0,0,
L1_SingleEG28er2p1,18,196,0,0,
L1_SingleEG28er2p1,19,369,0,0,
L1_SingleEG28er2p1,20,554,0,0,
L1_SingleEG28er2p1,21,894,0,0,
L1_SingleEG28er2p1,22,1257,0,0,
L1_SingleEG28er2p1,23,1801,0,0,
L1_SingleEG28er2p1,24,2488,0,0,
L1_SingleEG28er2p1,25,3360,0,0,
L1_SingleEG28er2p1,26,4212,0,0,
L1_SingleEG28er2p1,27,5258,0,0,
L1_SingleEG28er2p1,28,6267,0,0,
L1_SingleEG28er2p1,29,7494,0,0,
L1_SingleEG28er2p1,30,8787,0,0,
L1_SingleEG28er2p1,31,10034,0,0,
L1_SingleEG28er2p1,32,10822,0,0,
L1_SingleEG28er2p1,33,11891,0,0,
L1_SingleEG28er2p1,34,12611,0,0,
L1_SingleEG28er2p1,35,13494,0,0,
L1_SingleEG28er2p1,36,13925,0,0,
L1_SingleEG28er2p1,37,14344,0,0,
L1_SingleEG28er2p1,38,15075,0,0,
L1_SingleEG28er2p1,39,15171,0,0,
L1_SingleEG28er2p1,40,15322,0,0,
L1_SingleEG28er2p1,41,15535,0,0,
L1_SingleEG28er2p1,42,15661,0,0,
L1_SingleEG28er2p1,43,15655,0,0,
L1_SingleEG28er2p1,44,15636,0,0,
L1_SingleEG28er2p1,45,15745,0,0,
L1_SingleEG28er2p1,46,15820,0,0,
L1_SingleEG28er2p1,47,15553,0,0,
L1_SingleEG28er2p1,48,15944,0,0,
L1_SingleEG28er2p1,49,16118,0,0,
L1_SingleEG28er2p1,50,15778,0,0,
L1_SingleEG28er2p1,51,16040,0,0,
L1_SingleEG28er2p1,52,15765,0,0,
L1_SingleEG28er2p1,53,15927,0,0,
L1_SingleEG28er2p1,54,15746,0,0,
L1_SingleEG28er2p1,55,15822,0,0,
L1_SingleEG28er2p1,56,15842,0,0,
L1_SingleEG28er2p1,57,15726,0,0,
L1_SingleEG28er2p1,58,15841,0,0,
L1_SingleEG28er2p1,59,15676,0,0,
L1_SingleEG28er2p1,60,15687,0,0,
L1_SingleEG28er2p1,61,15952,0,0,
L1_SingleEG28er2p1,62,15417,0,0,
L1_SingleEG28er2p1,63,15535,0,0,
L1_SingleEG28er2p1,64,15354,0,0,
L1_SingleEG28er2p1,65,15273,0,0,
L1_SingleEG28er2p1,66,15030,0,0,
L1_SingleEG28er2p1,67,14804,0,0,
L1_SingleEG28er2p1,68,14539,0,0,
L1_SingleEG28er2p1,69,14428,0,0,
L1_SingleEG28er2p1,70,13971,0,0,
L1_SingleEG28er2p1,71,13525,0,0,
L1_SingleEG28er2p1,72,12878,0,0,
L1_SingleEG28er2p1,73,12760,0,0,
L1_SingleEG28er2p1,74,12151,0,0,
L1_SingleEG28er2p1,75,11463,0,0,
L1_SingleEG28er2p1,76,10892,0,0,
L1_SingleEG28er2p1,77,10048,0,0,
L1_SingleEG28er2p1,78,9658,0,0,
L1_SingleEG28er2p1,79,8988,0,0,
L1_SingleEG28er2p1,80,8117,0,0,
L1_SingleEG28er2p1,81,7424,0,0,
L1_SingleEG28er2p1,82,6750,0,0,
L1_SingleEG28er2p1,83,6092,0,0,
L1_SingleEG28er2p1,84,5364,0,0,
L1_SingleEG28er2p1,85,4847,0,0,
L1_SingleEG28er2p1,86,4343,0,0,
L1_SingleEG28er2p1,87,3620,0,0,
L1_SingleEG28er2p1,88,3162,0,0,
L1_SingleEG28er2p1,89,2849,0,0,
L1_SingleEG28er2p1,90,2352,0,0,
L1_SingleEG28er2p1,91,1895,0,0,
L1_SingleEG28er2p1,92,1693,0,0,
L1_SingleEG28er2p1,93,1300,0,0,
L1_SingleEG28er2p1,94,1116,0,0,
L1_SingleEG28er2p1,95,919,0,0,
L1_SingleEG28er2p1,96,720,0,0,
L1_SingleEG28er2p1,97,573,0,0,
L1_SingleEG28er2p1,98,450,0,0,
L1_SingleEG28er2p1,99,372,0,0,
L1_SingleEG28er2p1,100,301,0,0,
L1_SingleEG28er2p1,101,208,0,0,
L1_SingleEG28er2p1,102,175,0,0,
L1_SingleEG28er2p1,103,138,0,0,
L1_SingleEG28er2p1,104,81,0,0,
L1_SingleEG28er2p1,105,79,0,0,
L1_SingleEG28er2p1,106,58,0,0,
L1_SingleEG28er2p1,107,35,0,0,
L1_SingleEG28er2p1,108,35,0,0,
L1_SingleEG28er2p1,109,22,0,0,
L1_SingleEG28er2p1,110,18,0,0,
L1_SingleEG28er2p1,111,11,0,0,
L1_SingleEG28er2p1,112,3,0,0,
L1_SingleEG28er2p1,113,8,0,0,
L1_SingleEG28er2p1,114,1,0,0,
L1_SingleEG28er2p1,115,2,0,0,
L1_SingleEG28er2p1,116,2,0,0,
L1_SingleEG28er2p1,117,1,0,0,
L1_SingleEG28er2p1,118,2,0,0,
L1_SingleEG28er2p5,11,1,0,0,
L1_SingleEG28er2p5,12,1,0,0,
L1_SingleEG28er2p5,13,6,0,0,
L1_SingleEG28er2p5,14,13,0,0,
L1_SingleEG28er2p5,15,40,0,0,
L1_SingleEG28er2p5,16,61,0,0,
L1_SingleEG28er2p5,17,131,0,0,
L1_SingleEG28er2p5,18,196,0,0,
L1_SingleEG28er2p5,19,369,0,0,
L1_SingleEG28er2p5,20,554,0,0,
L1_SingleEG28er2p5,21,894,0,0,
L1_SingleEG28er2p5,22,1257,0,0,
L1_SingleEG28er2p5,23,1801,0,0,
L1_SingleEG28er2p5,24,2488,0,0,
L1_SingleEG28er2p5,25,3360,0,0,
L1_SingleEG28er2p5,26,4212,0,0,
L1_SingleEG28er2p5,27,5258,0,0,
L1_SingleEG28er2p5,28,6267,0,0,
L1_SingleEG28er2p5,29,7494,0,0,
L1_SingleEG28er2p5,30,8787,0,0,
L1_SingleEG28er2p5,31,10034,0,0,
L1_SingleEG28er2p5,32,10822,0,0,
L1_SingleEG28er2p5,33,11891,0,0,
L1_SingleEG28er2p5,34,12611,0,0,
L1_SingleEG28er2p5,35,13494,0,0,
L1_SingleEG28er2p5,36,13925,0,0,
L1_SingleEG28er2p5,37,14344,0,0,
L1_SingleEG28er2p5,38,15075,0,0,
L1_SingleEG28er2p5,39,15171,0,0,
L1_SingleEG28er2p5,40,15322,0,0,
L1_SingleEG28er2p5,41,15535,0,0,
L1_SingleEG28er2p5,42,15661,0,0,
L1_SingleEG28er2p5,43,15655,0,0,
L1_SingleEG28er2p5,44,15636,0,0,
L1_SingleEG28er2p5,45,15745,0,0,
L1_SingleEG28er2p5,46,15820,0,0,
L1_SingleEG28er2p5,47,15553,0,0,
L1_SingleEG28er2p5,48,15944,0,0,
L1_SingleEG28er2p5,49,16118,0,0,
L1_SingleEG28er2p5,50,15778,0,0,
L1_SingleEG28er2p5,51,16040,0,0,
L1_SingleEG28er2p5,52,15765,0,0,
L1_SingleEG28er2p5,53,15927,0,0,
L1_SingleEG28er2p5,54,15746,0,0,
L1_SingleEG28er2p5,55,15822,0,0,
L1_SingleEG28er2p5,56,15842,0,0,
L1_SingleEG28er2p5,57,15726,0,0,
L1_SingleEG28er2p5,58,15841,0,0,
L1_SingleEG28er2p5,59,15676,0,0,
L1_SingleEG28er2p5,60,15687,0,0,
L1_SingleEG28er2p5,61,15952,0,0,
L1_SingleEG28er2p5,62,15417,0,0,
L1_SingleEG28er2p5,63,15535,0,0,
L1_SingleEG28er2p5,64,15354,0,0,
L1_SingleEG28er2p5,65,15273,0,0,
L1_SingleEG28er2p5,66,15030,0,0,
L1_SingleEG28er2p5,67,14804,0,0,
L1_SingleEG28er2p5,68,14539,0,0,
L1_SingleEG28er2p5,69,14428,0,0,
L1_SingleEG28er2p5,70,13971,0,0,
L1_SingleEG28er2p5,71,13525,0,0,
L1_SingleEG28er2p5,72,12878,0,0,
L1_SingleEG28er2p5,73,12760,0,0,
L1_SingleEG28er2p5,74,12151,0,0,
L1_SingleEG28er2p5,75,11463,0,0,
L1_SingleEG28er2p5,76,10892,0,0,
L1_SingleEG28er2p5,77,10048,0,0,
L1_SingleEG28er2p5,78,9658,0,0,
L1_SingleEG28er2p5,79,8988,0,0,
L1_SingleEG28er2p5,80,8117,0,0,
L1_SingleEG28er2p5,81,7424,0,0,
L1_SingleEG28er2p5,82,6750,0,0,
L1_SingleEG28er2p5,83,6092,0,0,
L1_SingleEG28er2p5,84,5364,0,0,
L1_SingleEG28er2p5,85,4847,0,0,
L1_SingleEG28er2p5,86,4343,0,0,
L1_SingleEG28er2p5,87,3620,0,0,
L1_SingleEG28er2p5,88,3162,0,0,
L1_SingleEG28er2p5,89,2849,0,0,
L1_SingleEG28er2p5,90,2352,0,0,
L1_SingleEG28er2p5,91,1895,0,0,
L1_SingleEG28er2p5,92,1693,0,0,
L1_SingleEG28er2p5,93,1300,0,0,
L1_SingleEG28er2p5,94,1116,0,0,
L1_SingleEG28er2p5,95,919,0,0,
L1_SingleEG28er2p5,96,720,0,0,
L1_SingleEG28er2p5,97,573,0,0,
L1_SingleEG28er2p5,98,450,0,0,
L1_SingleEG28er2p5,99,372,0,0,
L1_SingleEG28er2p5,100,301,0,0,
L1_SingleEG28er2p5,101,208,0,0,
L1_SingleEG28er2p5,102,175,0,0,
L1_SingleEG28er2p5,103,138,0,0,
L1_SingleEG28er2p5,104,81,0,0,
L1_SingleEG28er2p5,105,79,0,0,
L1_SingleEG28er2p5,106,58,0,0,
L1_SingleEG28er2p5,107,35,0,0,
L1_SingleEG28er2p5,108,35,0,0,
L1_SingleEG28er2p5,109,22,0,0,
L1_SingleEG28er2p5,110,18,0,0,
L1_SingleEG28er2p5,111,11,0,0,
L1_SingleEG28er2p5,112,3,0,0,
L1_SingleEG28er2p5,113,8,0,0,
L1_SingleEG28er2p5,114,1,0,0,
L1_SingleEG28er2p5,115,2,0,0,
L1_SingleEG28er2p5,116,2,0,0,
L1_SingleEG28er2p5,117,1,0,0,
L1_SingleEG28er2p5,118,2,0,0,
L1_SingleEG34er2p5,11,1,0,0,
L1_SingleEG34er2p5,12,1,0,0,
L1_SingleEG34er2p5,13,6,0,0,
L1_SingleEG34er2p5,14,13,0,0,
L1_SingleEG34er2p5,15,40,0,0,
L1_SingleEG34er2p5,16,61,0,0,
L1_SingleEG34er2p5,17,131,0,0,
L1_SingleEG34er2p5,18,196,0,0,
L1_SingleEG34er2p5,19,369,0,0,
L1_SingleEG34er2p5,20,554,0,0,
L1_SingleEG34er2p5,21,894,0,0,
L1_SingleEG34er2p5,22,1257,0,0,
L1_SingleEG34er2p5,23,1801,0,0,
L1_SingleEG34er2p5,24,2488,0,0,
L1_SingleEG34er2p5,25,3360,0,0,
L1_SingleEG34er2p5,26,4212,0,0,
L1_SingleEG34er2p5,27,5258,0,0,
L1_SingleEG34er2p5,28,6267,0,0,
L1_SingleEG34er2p5,29,7494,0,0,
L1_SingleEG34er2p5,30,8787,0,0,
L1_SingleEG34er2p5,31,10034,0,0,
L1_SingleEG34er2p5,32,10822,0,0,
L1_SingleEG34er2p5,33,11891,0,0,
L1_SingleEG34er2p5,34,12611,0,0,
L1_SingleEG34er2p5,35,13494,0,0,
L1_SingleEG34er2p5,36,13925,0,0,
L1_SingleEG34er2p5,37,14344,0,0,
L1_SingleEG34er2p5,38,15075,0,0,
L1_SingleEG34er2p5,39,15171,0,0,
L1_SingleEG34er2p5,40,15322,0,0,
L1_SingleEG34er2p5,41,15535,0,0,
L1_SingleEG34er2p5,42,15661,0,0,
L1_SingleEG34er2p5,43,15655,0,0,
L1_SingleEG34er2p5,44,15636,0,0,
L1_SingleEG34er2p5,45,15745,0,0,
L1_SingleEG34er2p5,46,15820,0,0,
L1_SingleEG34er2p5,47,15553,0,0,
L1_SingleEG34er2p5,48,15944,0,0,
L1_SingleEG34er2p5,49,16118,0,0,
L1_SingleEG34er2p5,50,15778,0,0,
L1_SingleEG34er2p5,51,16040,0,0,
L1_SingleEG34er2p5,52,15765,0,0,
L1_SingleEG34er2p5,53,15927,0,0,
L1_SingleEG34er2p5,54,15746,0,0,
L1_SingleEG34er2p5,55,15822,0,0,
L1_SingleEG34er2p5,56,15842,0,0,
L1_SingleEG34er2p5,57,15726,0,0,
L1_SingleEG34er2p5,58,15841,0,0,
L1_SingleEG34er2p5,59,15676,0,0,
L1_SingleEG34er2p5,60,15687,0,0,
L1_SingleEG34er2p5,61,15952,0,0,
L1_SingleEG34er2p5,62,15417,0,0,
L1_SingleEG34er2p5,63,15535,0,0,
L1_SingleEG34er2p5,64,15354,0,0,
L1_SingleEG34er2p5,65,15273,0,0,
L1_SingleEG34er2p5,66,15030,0,0,
L1_SingleEG34er2p5,67,14804,0,0,
L1_SingleEG34er2p5,68,14539,0,0,
L1_SingleEG34er2p5,69,14428,0,0,
L1_SingleEG34er2p5,70,13971,0,0,
L1_SingleEG34er2p5,71,13525,0,0,
L1_SingleEG34er2p5,72,12878,0,0,
L1_SingleEG34er2p5,73,12760,0,0,
L1_SingleEG34er2p5,74,12151,0,0,
L1_SingleEG34er2p5,75,11463,0,0,
L1_SingleEG34er2p5,76,10892,0,0,
L1_SingleEG34er2p5,77,10048,0,0,
L1_SingleEG34er2p5,78,9658,0,0,
L1_SingleEG34er2p5,79,8988,0,0,
L1_SingleEG34er2p5,80,8117,0,0,
L1_SingleEG34er2p5,81,7424,0,0,
L1_SingleEG34er2p5,82,6750,0,0,
L1_SingleEG34er2p5,83,6092,0,0,
L1_SingleEG34er2p5,84,5364,0,0,
L1_SingleEG34er2p5,85,4847,0,0,
L1_SingleEG34er2p5,86,4343,0,0,
L1_SingleEG34er2p5,87,3620,0,0,
L1_SingleEG34er2p5,88,3162,0,0,
L1_SingleEG34er2p5,89,2849,0,0,
L1_SingleEG34er2p5,90,2352,0,0,
L1_SingleEG34er2p5,91,1895,0,0,
L1_SingleEG34er2p5,92,1693,0,0,
L1_SingleEG34er2p5,93,1300,0,0,
L1_SingleEG34er2p5,94,1116,0,0,
L1_SingleEG34er2p5,95,919,0,0,
L1_SingleEG34er2p5,96,720,0,0,
L1_SingleEG34er2p5,97,573,0,0,
L1_SingleEG34er2p5,98,450,0,0,
L1_SingleEG34er2p5,99,372,0,0,
L1_SingleEG34er2p5,100,301,0,0,
L1_SingleEG34er2p5,101,208,0,0,
L1_SingleEG34er2p5,102,175,0,0,
L1_SingleEG34er2p5,103,138,0,0,
L1_SingleEG34er2p5,104,81,0,0,
L1_SingleEG34er2p5,105,79,0,0,
L1_SingleEG34er2p5,106,58,0,0,
L1_SingleEG34er2p5,107,35,0,0,
L1_SingleEG34er2p5,108,35,0,0,
L1_SingleEG34er2p5,109,22,0,0,
L1_SingleEG34er2p5,110,18,0,0,
L1_SingleEG34er2p5,111,11,0,0,
L1_SingleEG34er2p5,112,3,0,0,
L1_SingleEG34er2p5,113,8,0,0,
L1_SingleEG34er2p5,114,1,0,0,
L1_SingleEG34er2p5,115,2,0,0,
L1_SingleEG34er2p5,116,2,0,0,
L1_SingleEG34er2p5,117,1,0,0,
L1_SingleEG34er2p5,118,2,0,0,
L1_SingleEG36er2p5,11,1,1,0,
L1_SingleEG36er2p5,12,1,1,0,
L1_SingleEG36er2p5,13,6,1,0,
L1_SingleEG36er2p5,14,13,1,0,
L1_SingleEG36er2p5,15,40,1,0,
L1_SingleEG36er2p5,16,61,1,0,
L1_SingleEG36er2p5,17,131,1,0,
L1_SingleEG36er2p5,18,196,1,0,
L1_SingleEG36er2p5,19,369,1,0,
L1_SingleEG36er2p5,20,554,1,0,
L1_SingleEG36er2p5,21,894,1,0,
L1_SingleEG36er2p5,22,1257,1,0,
L1_SingleEG36er2p5,23,1801,1,0,
L1_SingleEG36er2p5,24,2488,1,1,
L1_SingleEG36er2p5,25,3360,1,1,
L1_SingleEG36er2p5,26,4212,1,1,
L1_SingleEG36er2p5,27,5258,1,1,
L1_SingleEG36er2p5,28,6267,1,3,
L1_SingleEG36er2p5,29,7494,1,1,
L1_SingleEG36er2p5,30,8787,1,3,
L1_SingleEG36er2p5,31,10034,1,3,
L1_SingleEG36er2p5,32,10822,1,3,
L1_SingleEG36er2p5,33,11891,1,4,
L1_SingleEG36er2p5,34,12611,1,1,
L1_SingleEG36er2p5,35,13494,1,7,
L1_SingleEG36er2p5,36,13925,1,3,
L1_SingleEG36er2p5,37,14344,1,5,
L1_SingleEG36er2p5,38,15075,1,2,
L1_SingleEG36er2p5,39,15171,1,7,
L1_SingleEG36er2p5,40,15322,1,5,
L1_SingleEG36er2p5,41,15535,1,8,
L1_SingleEG36er2p5,42,15661,1,6,
L1_SingleEG36er2p5,43,15655,1,6,
L1_SingleEG36er2p5,44,15636,1,9,
L1_SingleEG36er2p5,45,15745,1,3,
L1_SingleEG36er2p5,46,15820,1,4,
L1_SingleEG36er2p5,47,15553,1,4,
L1_SingleEG36er2p5,48,15944,1,4,
L1_SingleEG36er2p5,49,16118,1,5,
L1_SingleEG36er2p5,50,15778,1,7,
L1_SingleEG36er2p5,51,16040,1,8,
L1_SingleEG36er2p5,52,15765,1,9,
L1_SingleEG36er2p5,53,15927,1,6,
L1_SingleEG36er2p5,54,15746,1,8,
L1_SingleEG36er2p5,55,15822,1,4,
L1_SingleEG36er2p5,56,15842,1,6,
L1_SingleEG36er2p5,57,15726,1,9,
L1_SingleEG36er2p5,58,15841,1,8,
L1_SingleEG36er2p5,59,15676,1,3,
L1_SingleEG36er2p5,60,15687,1,4,
L1_SingleEG36er2p5,61,15952,1,15,
L1_SingleEG36er2p5,62,15417,1,5,
L1_SingleEG36er2p5,63,15535,1,20,
L1_SingleEG36er2p5,64,15354,1,5,
L1_SingleEG36er2p5,65,15273,1,9,
L1_SingleEG36er2p5,66,15030,1,6,
L1_SingleEG36er2p5,67,14804,1,13,
L1_SingleEG36er2p5,68,14539,1,13,
L1_SingleEG36er2p5,69,14428,1,11,
L1_SingleEG36er2p5,70,13971,1,12,
L1_SingleEG36er2p5,71,13525,1,10,
L1_SingleEG36er2p5,72,12878,1,7,
L1_SingleEG36er2p5,73,12760,1,8,
L1_SingleEG36er2p5,74,12151,1,9,
L1_SingleEG36er2p5,75,11463,1,12,
L1_SingleEG36er2p5,76,10892,1,7,
L1_SingleEG36er2p5,77,10048,1,9,
L1_SingleEG36er2p5,78,9658,1,9,
L1_SingleEG36er2p5,79,8988,1,10,
L1_SingleEG36er2p5,80,8117,1,7,
L1_SingleEG36er2p5,81,7424,1,11,
L1_SingleEG36er2p5,82,6750,1,7,
L1_SingleEG36er2p5,83,6092,1,3,
L1_SingleEG36er2p5,84,5364,1,2,
L1_SingleEG36er2p5,85,4847,1,2,
L1_SingleEG36er2p5,86,4343,1,1,
L1_SingleEG36er2p5,87,3620,1,1,
L1_SingleEG36er2p5,88,3162,1,2,
L1_SingleEG36er2p5,89,2849,1,4,
L1_SingleEG36er2p5,90,2352,1,1,
L1_SingleEG36er2p5,91,1895,1,1,
L1_SingleEG36er2p5,92,1693,1,0,
L1_SingleEG36er2p5,93,1300,1,1,
L1_SingleEG36er2p5,94,1116,1,2,
L1_SingleEG36er2p5,95,919,1,0,
L1_SingleEG36er2p5,96,720,1,0,
L1_SingleEG36er2p5,97,573,1,0,
L1_SingleEG36er2p5,98,450,1,0,
L1_SingleEG36er2p5,99,372,1,2,
L1_SingleEG36er2p5,100,301,1,0,
L1_SingleEG36er2p5,101,208,1,0,
L1_SingleEG36er2p5,102,175,1,0,
L1_SingleEG36er2p5,103,138,1,0,
L1_SingleEG36er2p5,104,81,1,0,
L1_SingleEG36er2p5,105,79,1,0,
L1_SingleEG36er2p5,106,58,1,1,
L1_SingleEG36er2p5,107,35,1,0,
L1_SingleEG36er2p5,108,35,1,0,
L1_SingleEG36er2p5,109,22,1,0,
L1_SingleEG36er2p5,110,18,1,0,
L1_SingleEG36er2p5,111,11,1,0,
L1_SingleEG36er2p5,112,3,1,0,
L1_SingleEG36er2p5,113,8,1,0,
L1_SingleEG36er2p5,114,1,1,0,
L1_SingleEG36er2p5,115,2,1,0,
L1_SingleEG36er2p5,116,2,1,0,
L1_SingleEG36er2p5,117,1,1,0,
L1_SingleEG36er2p5,118,2,1,0,
L1_SingleEG38er2p5,11,1,1,0,
L1_SingleEG38er2p5,12,1,1,0,
L1_SingleEG38er2p5,13,6,1,0,
L1_SingleEG38er2p5,14,13,1,0,
L1_SingleEG38er2p5,15,40,1,0,
L1_SingleEG38er2p5,16,61,1,0,
L1_SingleEG38er2p5,17,131,1,0,
L1_SingleEG38er2p5,18,196,1,0,
L1_SingleEG38er2p5,19,369,1,0,
L1_SingleEG38er2p5,20,554,1,0,
L1_SingleEG38er2p5,21,894,1,0,
L1_SingleEG38er2p5,22,1257,1,0,
L1_SingleEG38er2p5,23,1801,1,0,
L1_SingleEG38er2p5,24,2488,1,1,
L1_SingleEG38er2p5,25,3360,1,1,
L1_SingleEG38er2p5,26,4212,1,1,
L1_SingleEG38er2p5,27,5258,1,1,
L1_SingleEG38er2p5,28,6267,1,2,
L1_SingleEG38er2p5,29,7494,1,0,
L1_SingleEG38er2p5,30,8787,1,3,
L1_SingleEG38er2p5,31,10034,1,2,
L1_SingleEG38er2p5,32,10822,1,3,
L1_SingleEG38er2p5,33,11891,1,2,
L1_SingleEG38er2p5,34,12611,1,1,
L1_SingleEG38er2p5,35,13494,1,6,
L1_SingleEG38er2p5,36,13925,1,3,
L1_SingleEG38er2p5,37,14344,1,4,
L1_SingleEG38er2p5,38,15075,1,2,
L1_SingleEG38er2p5,39,15171,1,6,
L1_SingleEG38er2p5,40,15322,1,5,
L1_SingleEG38er2p5,41,15535,1,8,
L1_SingleEG38er2p5,42,15661,1,3,
L1_SingleEG38er2p5,43,15655,1,5,
L1_SingleEG38er2p5,44,15636,1,9,
L1_SingleEG38er2p5,45,15745,1,3,
L1_SingleEG38er2p5,46,15820,1,4,
L1_SingleEG38er2p5,47,15553,1,4,
L1_SingleEG38er2p5,48,15944,1,2,
L1_SingleEG38er2p5,49,16118,1,4,
L1_SingleEG38er2p5,50,15778,1,7,
L1_SingleEG38er2p5,51,16040,1,5,
L1_SingleEG38er2p5,52,15765,1,8,
L1_SingleEG38er2p5,53,15927,1,6,
L1_SingleEG38er2p5,54,15746,1,8,
L1_SingleEG38er2p5,55,15822,1,4,
L1_SingleEG38er2p5,56,15842,1,5,
L1_SingleEG38er2p5,57,15726,1,7,
L1_SingleEG38er2p5,58,15841,1,6,
L1_SingleEG38er2p5,59,15676,1,3,
L1_SingleEG38er2p5,60,15687,1,2,
L1_SingleEG38er2p5,61,15952,1,13,
L1_SingleEG38er2p5,62,15417,1,4,
L1_SingleEG38er2p5,63,15535,1,19,
L1_SingleEG38er2p5,64,15354,1,5,
L1_SingleEG38er2p5,65,15273,1,7,
